act_code,act_name,chapter,section_number,section_title,url,is_repealed,scraped_at,source
ITA,Information Technology Act 2000,,21,Section 21. Licence to issue electronic signature Certificates.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13034&sectionno=21&orderno=25&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,22,Section 22. Application for licence.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13035&sectionno=22&orderno=26&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,23,Section 23. Renewal of licence.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13036&sectionno=23&orderno=27&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,24,Section 24. Procedure for grant or rejection of licence.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13037&sectionno=24&orderno=28&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,25,Section 25. Suspension of licence.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13038&sectionno=25&orderno=29&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,26,Section 26. Notice of suspension or revocation of licence.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13039&sectionno=26&orderno=30&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,27,Section 27. Power to delegate.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13040&sectionno=27&orderno=31&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,28,Section 28. Power to investigate contraventions.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13041&sectionno=28&orderno=32&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,29,Section 29. Access to computers and data.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13042&sectionno=29&orderno=33&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,30,Section 30. Certifying Authority to follow certain procedures.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13043&sectionno=30&orderno=34&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,31,"Section 31. Certifying Authority to ensure compliance of the Act, etc.",https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13044&sectionno=31&orderno=35&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,32,Section 32. Display of licence.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13045&sectionno=32&orderno=36&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,33,Section 33. Surrender of licence.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13046&sectionno=33&orderno=37&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,34,Section 34. Disclosure.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13047&sectionno=34&orderno=38&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,35,Section 35. Certifying authority to issue electronic signature Certificate.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13048&sectionno=35&orderno=39&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,36,Section 36. Representations upon issuance of Digital signature Certificate.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13049&sectionno=36&orderno=40&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,37,Section 37. Suspension of Digital Signature Certificate.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13050&sectionno=37&orderno=41&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,38,Section 38. Revocation of Digital Signature Certificate.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13051&sectionno=38&orderno=42&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,39,Section 39. Notice of suspension or revocation.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13052&sectionno=39&orderno=43&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,40,Section 40. Generating key pair.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13053&sectionno=40&orderno=44&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,40A,Section 40A. Duties of subscriber of Electronic Signature Certificate.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13054&sectionno=40A&orderno=45&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,41,Section 41. Acceptance of Digital Signature Certificate.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13055&sectionno=41&orderno=46&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,42,Section 42. Control of private key.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13056&sectionno=42&orderno=47&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,43,"Section 43. Penalty and compensation for damage to computer, computer system, etc.",https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13057&sectionno=43&orderno=48&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,43A,Section 43A. Compensation for failure to protect data.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13058&sectionno=43A&orderno=49&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.362767,indiacode
ITA,Information Technology Act 2000,,44,"Section 44. Penalty for failure to furnish information, return, etc.",https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13059&sectionno=44&orderno=50&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,45,Section 45. Residuary penalty.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13060&sectionno=45&orderno=51&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,46,Section 46. Power to adjudicate.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13061&sectionno=46&orderno=52&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,47,Section 47. Factors to be taken into account by the adjudicating officer.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13062&sectionno=47&orderno=53&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,48,Section 48. Appellate Tribunal.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13063&sectionno=48&orderno=54&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,49,Section 49. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13064&sectionno=49&orderno=55&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,50,Section 50. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13065&sectionno=50&orderno=56&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,51,Section 51. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13066&sectionno=51&orderno=57&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,52,Section 52. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13067&sectionno=52&orderno=58&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,52A,Section 52A. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13068&sectionno=52A&orderno=59&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,52B,Section 52B. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13069&sectionno=52B&orderno=60&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,52C,Section 52C. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13070&sectionno=52C&orderno=61&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,52D,Section 52D. Decision by majority.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13071&sectionno=52D&orderno=62&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,53,Section 53. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13072&sectionno=53&orderno=63&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,54,Section 54. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13073&sectionno=54&orderno=64&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,55,Section 55. Orders constituting Appellate Tribunal to be final and not to invalidate its proceedings.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13074&sectionno=55&orderno=65&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,56,Section 56. [Omitted.].,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13075&sectionno=56&orderno=66&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,57,Section 57. Appeal to Appellate Tribunal.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13076&sectionno=57&orderno=67&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,58,Section 58. Procedure and powers of the Appellate Tribunal.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13077&sectionno=58&orderno=68&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,59,Section 59. Right to legal representation.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13078&sectionno=59&orderno=69&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,60,Section 60. Limitation.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13079&sectionno=60&orderno=70&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,61,Section 61. Civil court not to have jurisdiction.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13080&sectionno=61&orderno=71&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,62,Section 62. Appeal to High Court.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13081&sectionno=62&orderno=72&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,63,Section 63. Compounding of contraventions.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13082&sectionno=63&orderno=73&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,64,Section 64. Recovery of penalty or compensation.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13083&sectionno=64&orderno=74&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,65,Section 65. Tampering with computer source documents.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13084&sectionno=65&orderno=75&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,66,Section 66. Computer related offences.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13085&sectionno=66&orderno=76&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,66A,Section 66A. Omitted.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13086&sectionno=66A&orderno=77&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,66B,Section 66B. Punishment for dishonestly receiving stolen computer resource or communication device.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13087&sectionno=66B&orderno=78&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
ITA,Information Technology Act 2000,,66C,Section 66C. Punishment for identity theft.,https://indiacode.nic.in/show-data?abv=CEN&statehandle=123456789/1362&actid=AC_CEN_45_76_00001_200021_1517807324077&sectionId=13088&sectionno=66C&orderno=79&orgactid=AC_CEN_45_76_00001_200021_1517807324077,False,2026-03-23T06:56:47.363783,indiacode
